question_id,books,categories,coefficient,collection,count_qrp,is_free,knowledge,lessons,similar,sources,specialty,type
DP10_Q4,,,1,CCB_2016,,0,N024N07 ,,,,gyneco ,QRM
DP12_Q13,,,1,ECNi_2016,,0,N140N08 ,,,,onco ,QRM
DP15_Q13,,TTT,1,ECNi_2017,,0,N066N18 ,,,,psy ,QRM
DP8_Q3,,,1,CCB_2017,,0,N158N08 ,ci_pl ,,,pedia ,QRM
DP16_Q12,,,1,ECNi_2016,,0,N081N05 ,,,,ophtalmo ,QRM
DP8_Q13,,SEM,1,ECNi_2021,,0,N128N01 ,fdr_osteoporose ,,,med_interne ,QRU
QI_Q47,,,1,ECNi_2019,,0,N012N05 ,requisition ,,,med_legale ,QRM
DP2_Q14,,PHY,1,ECNi_2022,,0,N294N14 ,consequence_metabo_lyse_cellulaire ,,,onco ,QRM
QI_Q48,,SEM,1,ECNi_2022,,0,N110N11 ,semiologie_narcolepsie ,group_284,,psy ,QRM
DP9_Q6,,SEM,1,CCB_2016,,0,N335N20 ,,,,ophtalmo ,QRM
DP17_Q2,,SEM,1,ECNi_2020,,0,N203N02 ,mmrc ; nyha ,group_490,,pneumo ,QRM
DP16_Q5,,,1,ECNi_2020,,0,N087N04 ,,group_489,,orl ,QRM
QI_Q47,,SEM,1,ECNi_2016,,0,N107N02 ,syndrome_cerebelleux ; ataxie_cerebelleuse ,group_70,,neuro ,QRM
DP9_Q3,,SEM,1,ECNi_2019,,0,N057N05 ,,,,pedia ,QRM
DP8_Q3,,,1,CCB_2016,,0,N268N02 ,,,,rhumato ,QRM
QI_Q12,,,1,CCB_2016,,0,N129N07 ,,,,rhumato ,QRM
QI_Q99,,IMG,1,CCB_2016,,0,N226N08 ,,group_65,,pneumo ,QRM
QI_Q18,,SEM,1,ECNi_2019,,0,N225N15 ,indications_asp ,group_438,,cardiovasc ,QRU
DP15_Q8,,SEM,1,CCB_2017,,0,N125N03 ,,group_112,,uro ,QRM
QI_Q21,,,1,ECNi_2017,,0,N302N01 ,,,,cmf ,QRM
DP17_Q10,,,1,ECNi_2020,,0,N209N11 ,rehabilitation_respiratoire ; ttt_fond_bpco ,,,pneumo ,QRM
DP18_Q12,,,1,CCB_2017,,0,N358N12 ,,group_115,,hge ,QRM
DP6_Q13,,,1,ECNi_2017,,0,N343N07 ,acces_precoce_compassionnel ; diag_ttt_sevrage_alcoolique ,,,pneumo ,QRM
DP13_Q15,,,1,CCB_2016,,0,N154N17 ,,,,infectio ,QRM
DP8_Q12,,,1,ECNi_2018,,0,N291N09 ,sd_lynch ,,,chir_dig ,QRM
DP16_Q13,,,1,ECNi_2017,,0,N296N08 ,pec_neutropenie_febrile ,group_110,,hemato ,QRM
DP17_Q14,,,1,ECNi_2017,,0,N211N05 ,,,,med_interne ,QRM
DP2_Q1,,SEM,1,ECNi_2016,,0,N360N03 ,,,,pneumo ,QRM
DP13_Q8,,,1,ECNi_2017,,0,N310N06 ,bilan_extension_cancer_prostate ,,,onco ,QRM
DP2_Q12,,ICO,1,CCB_2016,,0,N309N04 ,hippocratisme_digital ,group_745,,pneumo ,QRM
DP1_Q11,,,1,CCB_2016,,0,N278N03 ,risque_infection_neonat ,,,pedia ,QRM
DP13_Q3,,PHY,1,CCB_2017,,0,N359N15 ,,,,anesth_rea ,QRM
DP7_Q14,,SEM,1,ECNi_2022,,0,N354N06 ,,,,chir_dig ,QRU
QI_Q75,,,1,ECNi_2018,,0,N357N02 ,,,,chir_dig ,QRM
DP5_Q12,,,1,ECNi_2017,,0,N362N02 ,pseudarthrose_retard_consolidation ,,,cmf ,QRM
DP17_Q14,,,1,ECNi_2021,,0,N245N13 ,,group_705,,endoc ,QRM
DP3_Q12,,IMG,1,ECNi_2022,,0,N154N11 ,,group_331,,infectio ,QRM
DP8_Q3,,SEM,1,ECNi_2017,,0,N282N05 ,,,,chir_dig ,QRM
DP8_Q15,,TTT,1,CCB_2016,,0,N330N05 ,,,,rhumato ,QRM
DP10_Q1,,SEM,1,ECNi_2020,,0,N253N06 ,semio_cushing ,,,endoc ,QRM
DP1_Q4,,IMG,1,CCB_2017,,0,N368N00 ,,,,pneumo ,QRM
DP6_Global,EDN ; URO ; PNE ,,,ECNi_2022,,0,,,,,endoc ,
DP11_Q14,,,1,CCB_2016,,0,N122N10 ,ordonnance_kine ,group_15,,geria ,QRM
DP12_Q6,,SEM,1,ECNi_2020,,0,N066N50 ,diag_tag ; diag_tspt ; diag_schizophrenie ,,,med_legale ,QRM
QI_Q76,,,1,CCB_2016,,0,N144N01 ,,,,psy ,QRM
DP18_Q6,,,1,ECNi_2022,,0,N059N13 ,,group_585,,psy ,QRM
DP11_Q9,,,1,ECNi_2018,,0,N368N00 ,,,,ophtalmo ,QRM
DP12_Q4,,,1,ECNi_2022,,0,N334N42 ,,,,ortho ,QRM
DP1_Q9,,,1,CCB_2017,,0,N208N11 ,,group_79,,pneumo ,QRM
DP9_Q10,,PHY,1,CCB_2017,,0,N344N04 ,,,,gyneco ,QRM
DP12_Q12,,EPI,1,CCB_2016,,0,N353N05 ,evaluation_risque_suicidaire ,group_35,,psy ,QRM
QI_Q95,,SEM,1,ECNi_2019,,0,N285N07 ,,,,hge ,QRM
DP7_Q11,,,1,ECNi_2019,,0,N006N07 ,rmm ,,,sante_pub ,QRM
DP8_Q2,,,1,ECNi_2018,,0,N288N13 ,,,,chir_dig ,QRM
DP4_Q15,,TTT,1,ECNi_2016,,0,N025N06 ,,,,gyneco ,QRM
DP13_Q6,,,1,ECNi_2018,,0,N012N08 ,prelevement_viol ,group_325,,med_legale ,QRM
DP15_Q10,,TTT,1,CCB_2017,,0,N125N06 ,,,,uro ,QRM
DP1_Q5,,TTT,1,ECNi_2021,,0,N036N12 ,contraception_ci ,group_179,,gyneco ,QRM
DP4_Q2,,TTT,1,CCB_2016,,0,N224N14 ,ttt_hta ,group_169,,endoc ,QRM
QI_Q38,,SEM,1,ECNi_2017,,0,N340N05 ,bilan_aphasie ; paralysies_oculomotrices ; correlation_anatomoclinique_avc ,group_235,,neuro ,QRM
DP4_Q1,,SEM,1,ECNi_2017,,0,N345N07 ,,group_245,,pedia ,QRM
QI_Q96,,,1,ECNi_2017,,0,N144N02 ,deuil_patho ,group_295,,soins_pall ,QRM
DP13_Q4,,IMG,1,ECNi_2020,,0,N281N08 ,,,,hge ,QRM
DP18_Q1,,SEM,1,ECNi_2018,,0,N072N01 ,semiologie_troubles_humeur ; diag_tdah ; diag_trouble_symptomatologie_somatique_tss ,group_257,,psy ,QRM
DP4_Q10,,TTT,1,ECNi_2018,,0,N159N14 ,ttt_tuberculose ,group_308,,pneumo ,QRM
QI_Q100,,TTT,1,ECNi_2018,,0,N322N13 ,interactions_cytochrome ,group_374,,therapeutique ,QRM
DP18_Q8,,,1,CCB_2017,,0,N358N03 ,,group_114,,hge ,QRM
DP11_Q15,,TTT,1,CCB_2017,,0,N074N23 ,,group_556,,psy ,QRM
DP8_Q10,,,1,ECNi_2022,,0,N110N20 ,severite_saos ,group_8,,pneumo ,QRU
DP4_Q2,,SEM,1,ECNi_2021,,0,N339N05 ,,,,cardiovasc ,QRM
DP6_Q6,,,1,ECNi_2022,2,0,N244N05 ,,,,endoc ,QRP
DP5_Q2,,SEM,1,ECNi_2019,,0,N351N09 ,,group_270,,psy ,QRM
QI_Q37,,SEM,1,ECNi_2021,,0,N084N13 ,collyres ,group_553,,ophtalmo ,QRM
DP1_Q5,,SEM,1,ECNi_2019,,0,N161N08 ,,,,infectio ,QRU
DP2_Q10,,,1,ECNi_2016,,0,N360N10 ,pec_pneumothorax ,,,pneumo ,QRM
DP2_Q8,,TTT,1,ECNi_2017,,0,N339N11 ,,,,cardiovasc ,QRM
DP6_Q4,,SEM,1,CCB_2016,,0,N203N11 ,semiologie_dra ,,,anesth_rea ,QRM
DP5_Q4,,TTT,1,ECNi_2021,,0,N271N07 ,,,,hge ,QRU
DP4_Q9,,PHY,1,CCB_2017,,0,N098N05 ,,,,neuro ,QRM
QI_Q116,,SEM,1,ECNi_2017,,0,N233N03 ,semio_insuffisance_aortique ; semio_valvulopathies ; etiologie_insuffisance_aortique ,group_299,,cardiovasc ,QRM
DP16_Q14,,,1,ECNi_2019,,0,N133N04 ,adl ; iadl ,group_306,,geria ,QRM
DP8_Q15,,,1,ECNi_2020,,0,N139N11 ,soins_palliatifs_domicile ,group_439,,onco ,QRM
QI_Q29,,,1,ECNi_2018,,0,N122N10 ,,,,mpr ,QRM
QI_Q118,,,1,ECNi_2021,,0,N299N01 ,,group_566,,neurochir ,QRM
DP18_Q4,,IMG,1,CCB_2016,,0,N159N11 ,caverne_pulmonaire ,,,pneumo ,QRM
QI_Q30,,,1,ECNi_2016,,0,N242N08 ,,,,endoc ,QRM
DP13_Q15,,,1,CCB_2017,,0,N146N07 ,calendrier_vaccinal ,,,anesth_rea ,QRM
DP5_Q15,,,1,CCB_2017,,0,N032N07 ,,,,infectio ,QRM
DP3_Q5,,TTT,1,ECNi_2017,,0,N332N10 ,litigieux ; prevention_mtev ,group_241,,infectio ,QRM
DP5_Q6,,IMG,1,ECNi_2018,,0,N363N05 ,,group_220,,ortho ,QRM
DP10_Q5,,,1,ECNi_2019,,0,N213N07 ,diag_anemie_hemolytique ,group_93,,med_interne ,QRM
DP9_Q12,,,1,ECNi_2022,,0,N368N00 ,,,,med_interne ,QRM
DP13_Q3,,,1,ECNi_2019,,0,N155N25 ,complications_furoncle ,,,infectio ,QRM
QI_Q74,,SEM,1,ECNi_2016,,0,N066N19 ,phobie_sociale ,,,psy ,QRM
DP18_Q12,,,1,ECNi_2020,,0,N200N10 ,osteonecrose_aseptique ,group_496,,rhumato ,QRM
DP9_Q14,,,1,CCB_2016,,0,N368N00 ,,,,ophtalmo ,QRM
DP13_Q11,,SEM,1,ECNi_2022,,0,N368N00 ,,,,rhumato ,QRU
QI_Q93,,,1,ECNi_2018,,0,N013N16 ,certificat_deces ,group_722,,med_legale ,QRM
DP9_Q2,,SEM,1,ECNi_2018,,0,N101N02 ,,group_319,,orl ,QRM
DP4_Q3,,SEM,1,ECNi_2019,,0,N112N03 ,,,,dermato ,QRM
QI_Q39,,,1,ECNi_2016,,0,N368N00 ,,,,endoc ,QRM
DP17_Q5,,IMG,1,ECNi_2022,,0,N129N12 ,radiologie_arthrose_arthrite ,,,rhumato ,QRM
QI_Q67,,,1,ECNi_2020,,0,N275N06 ,hypersplenisme_hemogramme ,,,hemato ,QRM
QI_Q59,,IMG,1,ECNi_2021,,0,N335N18 ,,,,cmf ,QRM
DP5_Q13,,,1,ECNi_2021,,0,N279N09 ,conseil_hygienodietetique_obesite ,group_526,,hge ,QRM
DP18_Q14,,TTT,1,ECNi_2017,,0,N247N27 ,pec_oedeme_maculaire ; injections_intravitreennes_complications ,,,ophtalmo ,QRM
DP13_Global,MIT ; PNE ,,,ECNi_2019,,0,,,,,infectio ,
DP14_Q3,,SEM,1,ECNi_2016,,0,N349N10 ,semio_phlegmon ; michon_sokolow_phlegmon ,,,ortho ,QRM
QI_Q66,,,1,ECNi_2022,,0,N126N06 ,,,,uro ,QRM
DP1_Q2,,TTT,1,ECNi_2019,,0,N170N12 ,prophylaxie_palu ,group_382,,infectio ,QRM
DP17_Q1,,SEM,1,CCB_2016,,0,N100N02 ,syndrome_htic ; semiologie_syndrome_meninge ,,,hemato ,QRM
DP13_Q2,,SEM,1,ECNi_2016,,0,N285N06 ,,,,hge ,QRM
DP2_Q1,,SEM,1,ECNi_2020,,0,N044N02 ,,,,gyneco ,QRM
QI_Q48,,PHY,1,ECNi_2016,,0,N082N06 ,champ_visuel ,,,neurochir ,QRM
DP14_Q8,,,1,ECNi_2018,,0,N169N14 ,ttt_vih ,,,infectio ,QRM
QI_Q11,,ICO,1,ECNi_2019,,0,N117N09 ,,group_436,,dermato ,QRM
DP10_Q11,,,1,ECNi_2020,,0,N244N03 ,,,,endoc ,QRM
DP15_Q3,,,1,ECNi_2020,,0,N343N08 ,bilan_sd_confusionnel ; bilan_malaise_suspect ,,,neuro ,QRM
DP3_Q1,,SEM,1,ECNi_2021,,0,N186N11 ,,group_394,,pneumo ,QRM
QI_Q69,,,1,ECNi_2018,,0,N261N14 ,histologie_nephropathie_lupique ,group_363,,nephro ,QRM
DP15_Q9,,,1,ECNi_2018,,0,N340N12 ,,group_334,,neuro ,QRM
DP1_Q7,,PHY,1,ECNi_2018,,0,N264N06 ,consequences_irc ,group_218,,nephro ,QRM
DP1_Q14,,SEM,1,ECNi_2017,,0,N131N06 ,demence_frontale ; hydrocephalie_chronique ; hypertonie_spastique_plastique ,group_236,,neurochir ,QRM
QI_Q40,,SEM,1,ECNi_2017,,0,N083N02 ,semiologie_conjonctivite ,,,ophtalmo ,QRM
QI_Q26,,SEM,1,ECNi_2022,,0,N187N16 ,semio_dermatite_contact ,group_364,,med_travail ,QRM
DP17_Q2,,SEM,1,ECNi_2017,,0,N211N05 ,semiologie_erytheme_noueux ,,,med_interne ,QRM
DP5_Q10,,TTT,1,CCB_2016,,0,N131N21 ,pec_surdosage_avk ; hemorragie_grave_has ; syndrome_postchute ; litigieux ,group_14,,neuro ,QRM
DP9_Global,PED ,,,ECNi_2019,,0,,,,calendrier_vaccins ,pedia ,
DP3_Q8,,,1,ECNi_2021,,0,N211N03 ,,group_519,,pneumo ,QRM
QI_Q84,,SEM,1,ECNi_2019,,0,N120N07 ,,,,mpr ,QRM
DP8_Q1,,,1,ECNi_2020,,0,N230N06 ,,,,cardiovasc ,QRU
QI_Q60,,,1,ECNi_2018,,0,N287N09 ,imagerie_diverticulite ,group_692,,hge ,QRM
QI_Q36,,PHY,1,ECNi_2020,,0,N085N02 ,,group_124,,ophtalmo ,QRM
DP5_Q9,,,1,ECNi_2017,,0,N368N00 ,,,,cmf ,QRM
DP15_Q4,,TTT,1,ECNi_2017,,0,N074N07 ,,,,psy ,QRM
DP2_Q7,,SEM,1,CCB_2017,,0,N111N11 ,,,,dermato ,QRM
DP13_Q4,,,1,ECNi_2018,,0,N013N01 ,itt_penal ; certificat_coups_blessures ; regles_certificat ,group_64,,med_legale ,QRM
DP7_Q3,,SEM,1,ECNi_2016,,0,N173N10 ,pasteurellose ; semio_dhbnn_dhbn ,group_188,,infectio ,QRM
DP13_Q6,,,1,ECNi_2021,,0,N170N03 ,diag_palu ,,,infectio ,QRM
DP5_Q2,,,1,ECNi_2017,,0,N335N03 ,,,,cmf ,QRU
DP4_Q12,,,1,ECNi_2021,,0,N225N11 ,,,,cardiovasc ,QRU
QI_Q39,,IMG,1,ECNi_2022,,0,N307N02 ,,group_350,,rhumato ,QRM
QI_Q20,,,1,ECNi_2017,,0,N335N11 ,,,,cmf ,QRM
DP18_Q6,,EPI,1,CCB_2016,,0,N159N01 ,,,,infectio ,QRM
DP11_Q13,,EPI,1,ECNi_2017,,0,N152N02 ,,,,infectio ,QRM
DP6_Q2,,,1,ECNi_2020,,0,N131N20 ,exploration_radio_traumatologie_centrale ; strategie_radio_fracture ; anatomie_coiffe_rotateurs ,group_27,,mpr ,QRM
DP11_Q4,,SEM,1,ECNi_2018,,0,N085N02 ,troubles_refraction_oculaire ,group_321,,ophtalmo ,QRM
QI_Q17,,,1,ECNi_2020,,0,N292N14 ,,,,onco ,QRM
DP9_Q8,,,1,ECNi_2018,,0,N368N00 ,,,,orl ,QRM
DP13_Q14,,,1,ECNi_2021,,0,N175N07 ,,,,infectio ,QRM
DP3_Q6,,SEM,2,ECNi_2022,,0,N154N05 ,critere_hospit_pac ,group_547,,infectio ,QRM
QI_Q88,,,1,ECNi_2016,,0,N102N13 ,,,,ophtalmo ,QRM
QI_Q32,,,1,CCB_2016,,0,N066N06 ,,group_56,,psy ,QRM
QI_Q34,,,1,ECNi_2018,,0,N129N21 ,,group_217,,rhumato ,QRM
DP8_Q5,,IMG,1,ECNi_2020,,0,N235N06 ,diagnostic_pericardite ,group_431,,cardiovasc ,QRM
QI_Q75,,,1,CCB_2017,,0,N160N03 ,,,,infectio ,QRM
DP11_Q5,,SEM,1,ECNi_2019,,0,N034N02 ,,,,uro ,QRM
DP11_Q1,,,1,CCB_2016,,0,N131N20 ,bilan_chute ,group_27,,geria ,QRM
DP11_Q12,,,1,ECNi_2017,,0,N152N10 ,,,,infectio ,QRM
QI_Q98,,ICO,1,ECNi_2017,,0,N117N03 ,semiologie_ectoparasitoses ,,,dermato ,QRM
DP11_Q15,,SEM,1,ECNi_2016,,0,N093N02 ,syndromes_cliniques_medullaires ,group_196,,rhumato ,QRM
DP13_Q3,,,1,ECNi_2018,,0,N012N06 ,derogation_secret ; regles_certificat ; certificat_coups_blessures ,group_64,,med_legale ,QRM
QI_Q42,,,1,CCB_2016,,0,N368N00 ,,,,psy ,QRM
QI_Q38,,TTT,1,ECNi_2021,,0,N084N08 ,ttt_pression_intraoculaire ,,,ophtalmo ,QRM
QI_Q23,,SEM,1,ECNi_2022,,0,N260N11 ,sbau ,,,uro ,QRU
DP2_Q3,,,1,CCB_2016,,0,N204N10 ,,,,pneumo ,QRM
DP14_Q9,,,1,ECNi_2020,,0,N154N15 ,,,,pedia ,QRM
DP14_Q2,,SEM,1,CCB_2017,,0,N319N02 ,,,,hemato ,QRM
DP7_Q3,,SEM,1,CCB_2017,,0,N239N03 ,,group_90,,med_interne ,QRM
DP10_Q5,,,1,CCB_2016,,0,N024N06 ,risque_alloimmunisation ,,,gyneco ,QRM
DP7_Q5,,,1,ECNi_2022,,0,N357N10 ,indications_asp ; imagerie_urgence_abdo ,group_175,,chir_dig ,QRU
QI_Q42,,SEM,1,ECNi_2020,,0,N239N02 ,,,,med_interne ,QRM
QI_Q34,,,1,ECNi_2016,,0,N213N07 ,bilan_carence_fer ; diag_biermer ; bilan_anemie ,,,hemato ,QRM
DP11_Q5,,,1,CCB_2017,,0,N066N05 ,,,,psy ,QRM
DP16_Q5,,,1,ECNi_2021,,0,N004N44 ,precautions_standard ; methode_prevention_risque ; terminologie_risque_infectieux ; precautions_air ,,,sante_pub ,QRM
DP18_Q3,,,1,ECNi_2019,,0,N298N05 ,,,,orl ,QRM
DP18_Q4,,SEM,1,CCB_2017,,0,N277N08 ,,,,hge ,QRM
DP13_Q10,,TTT,1,CCB_2016,,0,N177N04 ,,,,infectio ,QRM
DP2_Q14,,,1,ECNi_2021,,0,N226N04 ,,group_640,,geria ,QRU
DP3_Q12,,PHY,1,CCB_2016,,0,N236N01 ,diag_fibrillation_atriale ; bloc_sinoatrial ,,,cardiovasc ,QRM
DP5_Q9,,,1,ECNi_2021,,0,N167N06 ,bilan_obesite ,group_525,,hge ,QRM
QI_Q19,,,1,ECNi_2021,,0,N367N03 ,,,,med_travail ,QRM
QI_Q58,,,1,ECNi_2018,,0,N020N33 ,test_diagnostique ; approche_bayesienne ,group_358,,sante_pub ,QRM
DP17_Q8,,,1,ECNi_2016,,0,N261N05 ,pbr ,group_47,,nephro ,QRM
QI_Q53,,,1,CCB_2016,,0,N021N02 ,,group_60,,sante_pub ,QRM
QI_Q117,,,1,ECNi_2016,,0,N016N04 ,,group_233,,sante_pub ,QRM
QI_Q112,,,1,ECNi_2018,,0,N310N06 ,biopsies_prostate ,,,anapath ,QRM
DP4_Q1,,ICO,1,ECNi_2019,,0,N112N07 ,immunofluorescence_directe_dbai ,group_288,,dermato ,QRM
DP6_Q8,,,1,ECNi_2021,,0,N268N06 ,,,,rhumato ,QRM
DP5_Q15,,TTT,1,ECNi_2016,,0,N294N12 ,ei_platines ; ei_cyclophosphamide ,,,pedia ,QRM
DP5_Q3,,SEM,1,ECNi_2018,,0,N363N19 ,,group_310,,ortho ,QRM
DP7_Q16,,,1,ECNi_2020,,0,N191N09 ,pec_neutropenie_febrile ,group_109,,med_interne ,QRM
QI_Q92,,,1,ECNi_2020,,0,N136N04 ,consultation_visite_preanesthesique ,,,anesth_rea ,QRM
DP1_Q9,,PHY,1,CCB_2016,,0,N278N01 ,signes_ictere_neonatal_pathologique ,group_1,,pedia ,QRM
DP1_Q4,,,2,ECNi_2018,,0,N329N04 ,indication_transfusion_plaquette ,,,nephro ,QRM
DP12_Global,MII ; NEP ,,,ECNi_2018,,0,,,,,med_interne ,
QI_Q114,,,1,ECNi_2019,,0,N066N22 ,phobie_sociale ,,,psy ,QRM
QI_Q86,,,1,CCB_2017,,0,N359N07 ,,,,orl ,QRM
DP2_Q7,,SEM,1,ECNi_2016,,0,N203N03 ,douleur_rythmee_respiration ,,,pneumo ,QRM
DP15_Q10,,,1,CCB_2016,,0,N261N14 ,pbr ,group_47,,nephro ,QRM
DP2_Q4,,TTT,1,ECNi_2018,,0,N177N27 ,,,,gyneco ,QRM
DP15_Q12,,,1,ECNi_2018,,0,N340N17 ,invalidite ; protections_juridiques ,,,neuro ,QRM
DP17_Q13,,,1,ECNi_2021,,0,N245N12 ,,,,endoc ,QRM
QI_Q18,,,1,CCB_2017,,0,N223N10 ,litigieux ,,,endoc ,QRM
DP14_Global,HEM ; MIT ,,,CCB_2017,,0,,,,,hemato ,
QI_Q104,,SEM,1,ECNi_2022,,0,N272N04 ,,,,hge ,QRU
DP2_Q3,,IMG,1,ECNi_2021,,0,N334N57 ,,group_25,,geria ,QRM
DP7_Q12,,,1,ECNi_2018,,0,N243N06 ,,group_315,,endoc ,QRM
DP7_Q11,,,1,ECNi_2021,,0,N368N00 ,,,,nephro ,QRM
DP5_Q4,,IMG,1,ECNi_2017,,0,N335N12 ,,,,cmf ,QRU
DP3_Q12,,,1,ECNi_2018,,0,N368N00 ,,,,geria ,QRM
DP11_Q15,,,1,CCB_2016,,0,N109N03 ,,group_32,,geria ,QRM
QI_Q57,,TTT,1,ECNi_2019,,0,N036N07 ,contraception_ci ,,,gyneco ,QRM
QI_Q96,,,1,ECNi_2016,,0,N218N04 ,cause_eosinophilie ,group_231,,med_interne ,QRM
DP7_Q1,,SEM,1,CCB_2016,,0,N088N06 ,,,,orl ,QRM
DP4_Q12,,,1,ECNi_2022,,0,N224N12 ,,,,cardiovasc ,QRM
DP1_Q12,,,1,ECNi_2020,,0,N232N06 ,classification_fa ,,,cardiovasc ,QRU
DP5_Q8,,,1,ECNi_2017,,0,N368N00 ,,,,cmf ,QRM
DP5_Q3,,TTT,1,ECNi_2016,,0,N137N04 ,,,,pedia ,QRM
QI_Q84,,ECG,1,ECNi_2018,,0,N339N07 ,lecture_ecg ; tachycardie_jonctionnelle_wpw ,group_123,,cardiovasc ,QRM
DP7_Q10,,SEM,1,ECNi_2020,,0,N275N08 ,,,,med_interne ,QRM
DP10_Q14,,,1,ECNi_2018,,0,N296N11 ,pec_neutropenie_febrile ,group_110,,hemato ,QRM
DP7_Q13,,,1,ECNi_2018,,0,N241N08 ,critere_malignite_nodule_thyroidien ,,,endoc ,QRM
DP3_Q7,,,1,ECNi_2018,,0,N225N04 ,seuils_ips ,group_307,,geria ,QRM
QI_Q75,,SEM,1,ECNi_2022,,0,N096N05 ,semiologie_sla ,,,neuro ,QRM
QI_Q103,,,1,ECNi_2016,,0,N217N01 ,,,,infectio ,QRM
DP8_Q12,,,1,CCB_2016,,0,N320N08 ,,,,rhumato ,QRM
QI_Q39,,SEM,1,ECNi_2017,,0,N110N05 ,semiologie_narcolepsie ,group_284,,neuro ,QRM
DP9_Q4,,,1,ECNi_2020,,0,N260N11 ,,,,nephro ,QRM
QI_Q38,,,1,CCB_2016,,0,N071N11 ,,,,psy ,QRM
DP13_Global,MLT_L ; GYO ; MIT ,,,ECNi_2018,,0,,,,,med_legale ,
DP16_Q7,,,1,ECNi_2020,,0,N087N07 ,,,,orl ,QRM
DP10_Q14,,,1,ECNi_2022,,0,N133N07 ,apa ,,,mpr ,QRM
DP9_Q14,,,1,ECNi_2019,,0,N057N28 ,,group_247,,pedia ,QRM
DP14_Q12,,,1,ECNi_2022,,0,N343N07 ,,,,geria ,QRM
DP4_Q1,,,1,ECNi_2016,,0,N036N01 ,,,,gyneco ,QRM
DP14_Q14,,TTT,1,ECNi_2018,,0,N169N08 ,prevention_infections_opportunistes_vih ,,,infectio ,QRM
DP5_Q1,,SEM,1,ECNi_2021,,0,N271N03 ,,,,hge ,QRM
DP6_Q9,,TTT,1,CCB_2016,,0,N154N13 ,atb_pac ,group_17,,anesth_rea ,QRM
DP18_Q4,,TTT,1,ECNi_2016,,0,N330N07 ,surveillance_heparines ,,,cardiovasc ,QRM
QI_Q78,,,1,ECNi_2018,,0,N219N14 ,,group_342,,med_interne ,QRM
DP2_Q11,,TTT,1,ECNi_2019,,0,N188N18 ,ttt_asthme ,,,pneumo ,QRM
DP7_Q15,,,1,ECNi_2022,,0,N368N00 ,prevention_mtev ,,,chir_dig ,QRM
DP16_Q1,,,1,ECNi_2017,,0,N116N07 ,prurit_sine_materia ,,,hemato ,QRM
DP12_Q9,,,1,ECNi_2021,,0,N353N05 ,evaluation_risque_suicidaire ,group_35,,psy ,QRU
DP7_Q3,,,1,ECNi_2018,,0,N038N07 ,,,,endoc ,QRM
DP7_Q1,,TTT,1,ECNi_2022,,0,N357N13 ,,group_177,,chir_dig ,QRM
DP17_Q14,,TTT,1,CCB_2017,,0,N084N11 ,,,,ophtalmo ,QRM
DP1_Q7,,TTT,1,ECNi_2019,,0,N161N10 ,,group_385,,infectio ,QRU
DP5_Q1,,ICO,1,ECNi_2022,,0,N117N03 ,,group_645,,dermato ,QRM
DP9_Q8,,,1,ECNi_2019,,0,N053N02 ,bilan_retard_staturo_ponderal ,,,pedia ,QRM
DP18_Q9,,,1,CCB_2017,,0,N358N07 ,,,,hge ,QRM
QI_Q105,,,1,CCB_2017,,0,N277N01 ,,group_128,,hge ,QRM
DP3_Q8,,IMG,1,ECNi_2022,,0,N154N11 ,,group_16,,infectio ,QRM
QI_Q55,,,1,CCB_2016,,0,N009N21 ,,,,sante_pub ,QRM
DP13_Q6,,SEM,1,ECNi_2022,,0,N196N03 ,,,,rhumato ,QRU
DP10_Q4,,SEM,1,ECNi_2016,,0,N071N05 ,clinique_anorexie_mentale ,group_194,,psy ,QRM
DP8_Q8,,,1,ECNi_2018,,0,N301N15 ,survie_5_ans_cancers ,,,chir_dig ,QRM
DP17_Q15,,,1,ECNi_2018,,0,N368N00 ,,,,hge ,QRM
QI_Q101,,,1,ECNi_2016,,0,N366N04 ,,,,infectio ,QRM
DP10_Q8,,,1,ECNi_2017,,0,N161N12 ,,group_265,,uro ,QRM
DP13_Q10,,,1,ECNi_2021,,0,N170N09 ,,group_391,,infectio ,QRM
DP17_Q7,,TTT,1,ECNi_2020,,0,N075N26 ,sevrage_tabac ,group_492,,pneumo ,QRM
DP8_Q2,,SEM,1,ECNi_2016,,0,N187N09 ,semiologie_dermatite_atopique ,,,dermato ,QRM
QI_Q69,,,1,CCB_2016,,0,N048N04 ,,,,pedia ,QRM
QI_Q98,,IMG,1,CCB_2017,,0,N207N08 ,,,,pneumo ,QRM
DP14_Q1,,,1,CCB_2017,,0,N319N02 ,sd_cave_superieur ,,,hemato ,QRM
QI_Q31,,IMG,1,ECNi_2018,,0,N368N00 ,,group_351,,ortho ,QRM
DP18_Q13,,TTT,1,ECNi_2016,,0,N330N08 ,,,,cardiovasc ,QRM
DP5_Q11,,,1,ECNi_2017,,0,N368N00 ,,,,cmf ,QRM
DP2_Q11,,,1,ECNi_2017,,0,N236N04 ,indications_coro_urgence ; syncope_cardiogenique_ecg ,,,cardiovasc ,QRM
DP8_Global,MCA ; NEP ; HEM ; RHU ; EDN ,,,CCB_2016,,0,,,,,rhumato ,
DP10_Q12,,SEM,1,ECNi_2021,3,0,N115N11 ,,,,dermato ,QRP
QI_Q24,,,1,ECNi_2019,,0,N330N04 ,,,,nephro ,QRM
DP4_Q7,,,1,ECNi_2021,,0,N222N04 ,prevention_cv ,group_724,,cardiovasc ,QRM
